iter	MultiClass
0	0.9453949058
1	0.8302174123
2	0.7369072257
3	0.660377522
4	0.5949304308
5	0.5403408246
6	0.4937274148
7	0.4538312924
8	0.4182263023
9	0.3877965452
10	0.3603199764
11	0.3362292563
12	0.3152140097
13	0.2960968371
14	0.2792027858
15	0.2639662168
16	0.2497959988
17	0.2377517384
18	0.2268381769
19	0.2167411831
20	0.2081294241
21	0.1995205541
22	0.1921517863
23	0.1851008952
24	0.1790294598
25	0.1729858377
26	0.1668898836
27	0.1622153842
28	0.1572011509
29	0.1529670391
30	0.1487752491
31	0.1453101924
32	0.1420831553
33	0.1390577429
34	0.1361902665
35	0.13314113
36	0.1305648658
37	0.1276434225
38	0.1254175997
39	0.1229033826
40	0.1207499333
41	0.1188304378
42	0.1168329289
43	0.1149615017
44	0.1135686423
45	0.1116957841
46	0.1098522058
47	0.1080066927
48	0.1063078166
49	0.1047324316
50	0.1037464937
51	0.1023464516
52	0.1008669992
53	0.09958926421
54	0.09808881154
55	0.09719991805
56	0.09581287086
57	0.09469794241
58	0.09409874452
59	0.09319677061
60	0.09194506242
61	0.09086468008
62	0.09002737422
63	0.08871305335
64	0.08763766223
65	0.08655656577
66	0.08583714223
67	0.08499024926
68	0.08417775112
69	0.08355669284
70	0.0825024138
71	0.08194838314
72	0.08119940222
73	0.0803812203
74	0.07973199913
75	0.079085103
76	0.07850138008
77	0.07783336006
78	0.07720017717
79	0.07649432497
80	0.0759727198
81	0.07551579446
82	0.07498863657
83	0.07439575654
84	0.07380802932
85	0.0730180456
86	0.07241946405
87	0.07179730971
88	0.07124339125
89	0.07083861969
90	0.07049137232
91	0.06960691886
92	0.0691304583
93	0.06852078438
94	0.06813137518
95	0.06779515002
96	0.06727406246
97	0.06664087172
98	0.06606453111
99	0.06562842912
100	0.06531456424
101	0.06507490619
102	0.06472366525
103	0.06453526592
104	0.06431760914
105	0.06401434849
106	0.06351342054
107	0.06317523248
108	0.06280588869
109	0.06262419128
110	0.06220370862
111	0.06187053593
112	0.06149904859
113	0.06115324166
114	0.0607500294
115	0.06030532321
116	0.05998400582
117	0.05958014796
118	0.05915964032
119	0.05890577287
120	0.05810086738
121	0.05769639427
122	0.05741112807
123	0.05727838528
124	0.05693254423
125	0.05650796081
126	0.05617442437
127	0.05582390594
128	0.05551313784
129	0.05524595207
130	0.05495767432
131	0.05466574064
132	0.0541838158
133	0.0538828885
134	0.05350172806
135	0.05306937243
136	0.05279527021
137	0.05241523844
138	0.05219154804
139	0.05185297499
140	0.05153347814
141	0.05112735828
142	0.05076418493
143	0.05049868734
144	0.05024039585
145	0.05001162458
146	0.04980083626
147	0.04943421044
148	0.04920105962
149	0.04887434376
150	0.04866171282
151	0.0483498093
152	0.04816691216
153	0.04797801218
154	0.04762599472
155	0.04740735289
156	0.04722690542
157	0.04696907444
158	0.04675225466
159	0.04652900905
160	0.04628714801
161	0.04604108
162	0.04597948766
163	0.04570971897
164	0.04546436472
165	0.04532020921
166	0.04498262439
167	0.04482982942
168	0.04457617198
169	0.04442258045
170	0.04436325373
171	0.04413688739
172	0.04400447324
173	0.04384924102
174	0.04370164984
175	0.04344520865
176	0.04326775903
177	0.04292895583
178	0.04274421328
179	0.04241484995
180	0.04225402687
181	0.04193958701
182	0.04190248463
183	0.04167074702
184	0.04154790381
185	0.04139948458
186	0.04121732203
187	0.04111567269
188	0.04089102253
189	0.04070554772
190	0.04046181408
191	0.04035949542
192	0.04017185282
193	0.03989824299
194	0.03967212655
195	0.03946108102
196	0.03933873439
197	0.03924800776
198	0.03912827344
199	0.03886163419
200	0.038760051
201	0.03855804514
202	0.03834616358
203	0.03810753645
204	0.03787773848
205	0.03776333581
206	0.03756506112
207	0.03739252239
208	0.03732799838
209	0.03717282471
210	0.03705964718
211	0.03694480635
212	0.03679546022
213	0.03655768271
214	0.03638291581
215	0.03626360887
216	0.03618539759
217	0.0360983126
218	0.03596160714
219	0.03579745172
220	0.03561823994
221	0.03550411954
222	0.0353664941
223	0.03525106096
224	0.03502854511
225	0.03497322915
226	0.0349104582
227	0.03480351304
228	0.03469865184
229	0.03456759901
230	0.03441983774
231	0.03426651855
232	0.03421304112
233	0.03401145912
234	0.03392201706
235	0.03377573996
236	0.0336361059
237	0.03350544657
238	0.03336339422
239	0.03316670303
240	0.03309879499
241	0.03291345399
242	0.0327471194
243	0.03264081996
244	0.03253198593
245	0.03244498617
246	0.03237284517
247	0.03232490218
248	0.03221999765
249	0.03206098595
250	0.03198830031
251	0.03188445694
252	0.03184435293
253	0.03168518335
254	0.03155578187
255	0.03145918549
256	0.03129106955
257	0.03107446489
258	0.03105128608
259	0.03091551942
260	0.03066818008
261	0.03052989082
262	0.03030959301
263	0.03017415311
264	0.02997963797
265	0.02984431875
266	0.02970784874
267	0.0295755562
268	0.02950914737
269	0.02935459021
270	0.02921061922
271	0.02912976525
272	0.02904220985
273	0.02893854796
274	0.02888710538
275	0.02881848247
276	0.02867341957
277	0.02862876143
278	0.0285373985
279	0.02847279147
280	0.02838126978
281	0.02829187465
282	0.02811225498
283	0.02799468869
284	0.02778419274
285	0.02774056742
286	0.02760856391
287	0.02753797517
288	0.0273477026
289	0.02725308357
290	0.02721444653
291	0.02714061713
292	0.02706598608
293	0.02693212145
294	0.02685248224
295	0.02679290577
296	0.026732074
297	0.02665902532
298	0.02661814372
299	0.02654715062
300	0.02645979352
301	0.02627605653
302	0.02617978529
303	0.02611901139
304	0.02598824661
305	0.02591444832
306	0.02585670024
307	0.02580666156
308	0.02570819376
309	0.02564615482
310	0.02558990895
311	0.0255183374
312	0.02547906369
313	0.02545965219
314	0.02538453763
315	0.02530024154
316	0.02515853354
317	0.02510908753
318	0.02505707215
319	0.02500449007
320	0.02497748546
321	0.0249229033
322	0.02488916889
323	0.0247688761
324	0.02471329165
325	0.0246468792
326	0.02459815771
327	0.02454153994
328	0.02449414649
329	0.02443515543
330	0.02436323859
331	0.02426157405
332	0.02422106542
333	0.02418316211
334	0.02409089057
335	0.02401852178
336	0.02395804319
337	0.02394240683
338	0.02390931665
339	0.02383756805
340	0.02378834383
341	0.02364485824
342	0.02359356412
343	0.02354139195
344	0.02344935996
345	0.02340245972
346	0.0233727215
347	0.02323938939
348	0.02318178048
349	0.02315118167
350	0.02304694589
351	0.02303022957
352	0.02295679654
353	0.02287647904
354	0.02285395995
355	0.02278478015
356	0.02269197887
357	0.02264767173
358	0.02259304534
359	0.02252528638
360	0.02243887213
361	0.02233787827
362	0.02230133188
363	0.02221555558
364	0.02211907955
365	0.02206966093
366	0.02194709834
367	0.02188781092
368	0.02181757055
369	0.02178313478
370	0.02176225721
371	0.0217222234
372	0.02168558062
373	0.02159406489
374	0.02150331798
375	0.02140092547
376	0.02127996626
377	0.02122775715
378	0.02120066735
379	0.02116905026
380	0.02112865417
381	0.02104797469
382	0.02100554537
383	0.02096296816
384	0.02091741748
385	0.02086095404
386	0.02081240089
387	0.02075911002
388	0.02072545367
389	0.02069595485
390	0.02067274488
391	0.0205677443
392	0.02053456167
393	0.02048945093
394	0.02043684832
395	0.02036665549
396	0.02030503786
397	0.02019229645
398	0.02013667172
399	0.0201084633
400	0.02004343537
401	0.01997544719
402	0.01994091524
403	0.01986406607
404	0.0198223802
405	0.01977867439
406	0.0196967252
407	0.01967442108
408	0.01960864053
409	0.0195629617
410	0.01954651487
411	0.01947216181
412	0.01939848785
413	0.01933286077
414	0.01930373067
415	0.01926646239
416	0.01922872926
417	0.01919636393
418	0.01916788866
419	0.01913340338
420	0.01906738232
421	0.01898549502
422	0.01892630365
423	0.01889845793
424	0.01885248173
425	0.01881671441
426	0.01880074454
427	0.01873255856
428	0.01866461164
429	0.01864693445
430	0.01857427345
431	0.01851752722
432	0.01846406034
433	0.01841679261
434	0.01837896921
435	0.01832331838
436	0.01828976247
437	0.01823818778
438	0.018183745
439	0.0180803787
440	0.01802997975
441	0.01799774641
442	0.01797257107
443	0.01792513494
444	0.01786996479
445	0.01785282412
446	0.01783160626
447	0.01777981272
448	0.0177537968
449	0.01771588441
450	0.01763130811
451	0.01758969709
452	0.01754087558
453	0.01752765604
454	0.01751884915
455	0.01745143605
456	0.0174037465
457	0.01734451761
458	0.01729044164
459	0.01726153573
460	0.01721683191
461	0.0171406176
462	0.01711543728
463	0.01704193093
464	0.01696709287
465	0.01690775195
466	0.01686740764
467	0.01683160293
468	0.01681880375
469	0.01680322255
470	0.01672814967
471	0.01670968435
472	0.01667955383
473	0.01664532251
474	0.01660050337
475	0.01658016754
476	0.01654254084
477	0.01648795575
478	0.01642683558
479	0.0163988769
480	0.0163809032
481	0.01631144226
482	0.01626398302
483	0.0162268361
484	0.01619741095
485	0.01616474928
486	0.01613999319
487	0.01609025093
488	0.01604485726
489	0.01603669603
490	0.01597189389
491	0.01592792337
492	0.01588850653
493	0.01587682962
494	0.01583935022
495	0.01580309796
496	0.01577600871
497	0.01574051348
498	0.01569935884
499	0.01566796795
500	0.01563748426
501	0.01562591706
502	0.01558981287
503	0.01553161276
504	0.01551411258
505	0.01548478258
506	0.01545981838
507	0.01543102257
508	0.01539732039
509	0.0153692198
510	0.01533999107
511	0.01532026479
512	0.01531204744
513	0.01525746715
514	0.01520612454
515	0.01518739767
516	0.01515640877
517	0.01513744298
518	0.01507454953
519	0.01503955323
520	0.0149796835
521	0.01493387911
522	0.01490364419
523	0.01484169302
524	0.01481400653
525	0.01480558272
526	0.01476905537
527	0.01473774589
528	0.01470313182
529	0.01467003184
530	0.01466094628
531	0.01462238951
532	0.01458454073
533	0.01454931848
534	0.0145198609
535	0.01449283555
536	0.01447111932
537	0.01444360605
538	0.01442137973
539	0.01440510071
540	0.01435766934
541	0.01429952816
542	0.01428296723
543	0.01425687983
544	0.01420532883
545	0.01418976482
546	0.01416772594
547	0.01413378295
548	0.01408093688
549	0.01405841559
550	0.014032595
551	0.01399856771
552	0.01397355056
553	0.01394609552
554	0.01391424618
555	0.01389711475
556	0.01387500129
557	0.01384403631
558	0.01379097001
559	0.01377212197
560	0.01371806099
561	0.01367475678
562	0.01365276783
563	0.01362209473
564	0.01358827776
565	0.01357574892
566	0.01353995875
567	0.01351346062
568	0.01348120342
569	0.01344755978
570	0.01342527633
571	0.01338563177
572	0.0133573735
573	0.01329706162
574	0.01327415207
575	0.01318022236
576	0.01314718066
577	0.01312895436
578	0.01311265555
579	0.01308851592
580	0.01306279547
581	0.01302072013
582	0.01298236394
583	0.01292877537
584	0.01291485391
585	0.01287575807
586	0.0128380569
587	0.01280868266
588	0.01279899458
589	0.01277634644
590	0.01274666094
591	0.0127390164
