,true,Cigar1_mean,Cigar1_median,Cigar1_sd,Cigar1_IQR,Cigar2_mean,Cigar2_median,Cigar2_sd,Cigar2_IQR,Cigar3_mean,Cigar3_median,Cigar3_sd,Cigar3_IQR,Cigar4_mean,Cigar4_median,Cigar4_sd,Cigar4_IQR,Cigar5_mean,Cigar5_median,Cigar5_sd,Cigar5_IQR,Paired_mean,Paired_median,Paired_sd,Paired_IQR,Proper_Pair_mean,Proper_Pair_median,Proper_Pair_sd,Proper_Pair_IQR,Is_Read1_Unmapped_mean,Is_Read1_Unmapped_median,Is_Read1_Unmapped_sd,Is_Read1_Unmapped_IQR,Is_Read2_Unmapped_mean,Is_Read2_Unmapped_median,Is_Read2_Unmapped_sd,Is_Read2_Unmapped_IQR,Is_Read1_Rev_Comp_mean,Is_Read1_Rev_Comp_median,Is_Read1_Rev_Comp_sd,Is_Read1_Rev_Comp_IQR,Is_Read2_Rev_Comp_mean,Is_Read2_Rev_Comp_median,Is_Read2_Rev_Comp_sd,Is_Read2_Rev_Comp_IQR,Is_First_Read_mean,Is_First_Read_median,Is_First_Read_sd,Is_First_Read_IQR,Is_Second_Read_mean,Is_Second_Read_median,Is_Second_Read_sd,Is_Second_Read_IQR,Split_mean,Split_median,Split_sd,Split_IQR,Long_Insert_mean,Long_Insert_median,Long_Insert_sd,Long_Insert_IQR,Short_Insert_mean,Short_Insert_median,Short_Insert_sd,Short_Insert_IQR,Parallel_Read_mean,Parallel_Read_median,Parallel_Read_sd,Parallel_Read_IQR,Everted_Read_mean,Everted_Read_median,Everted_Read_sd,Everted_Read_IQR,Orphan_Read_mean,Orphan_Read_median,Orphan_Read_sd,Orphan_Read_IQR,Insert_Size_mean,Insert_Size_median,Insert_Size_sd,Insert_Size_IQR,Quality_mean,Quality_median,Quality_sd,Quality_IQR,TE_specific_Cigar1_mean,TE_specific_Cigar1_median,TE_specific_Cigar1_sd,TE_specific_Cigar1_IQR,TE_specific_Cigar2_mean,TE_specific_Cigar2_median,TE_specific_Cigar2_sd,TE_specific_Cigar2_IQR,TE_specific_Cigar3_mean,TE_specific_Cigar3_median,TE_specific_Cigar3_sd,TE_specific_Cigar3_IQR,TE_specific_Cigar4_mean,TE_specific_Cigar4_median,TE_specific_Cigar4_sd,TE_specific_Cigar4_IQR,TE_specific_Cigar5_mean,TE_specific_Cigar5_median,TE_specific_Cigar5_sd,TE_specific_Cigar5_IQR,TE_specific_Paired_mean,TE_specific_Paired_median,TE_specific_Paired_sd,TE_specific_Paired_IQR,TE_specific_Proper_Pair_mean,TE_specific_Proper_Pair_median,TE_specific_Proper_Pair_sd,TE_specific_Proper_Pair_IQR,TE_specific_Is_Read1_Unmapped_mean,TE_specific_Is_Read1_Unmapped_median,TE_specific_Is_Read1_Unmapped_sd,TE_specific_Is_Read1_Unmapped_IQR,TE_specific_Is_Read2_Unmapped_mean,TE_specific_Is_Read2_Unmapped_median,TE_specific_Is_Read2_Unmapped_sd,TE_specific_Is_Read2_Unmapped_IQR,TE_specific_Is_Read1_Rev_Comp_mean,TE_specific_Is_Read1_Rev_Comp_median,TE_specific_Is_Read1_Rev_Comp_sd,TE_specific_Is_Read1_Rev_Comp_IQR,TE_specific_Is_Read2_Rev_Comp_mean,TE_specific_Is_Read2_Rev_Comp_median,TE_specific_Is_Read2_Rev_Comp_sd,TE_specific_Is_Read2_Rev_Comp_IQR,TE_specific_Is_First_Read_mean,TE_specific_Is_First_Read_median,TE_specific_Is_First_Read_sd,TE_specific_Is_First_Read_IQR,TE_specific_Is_Second_Read_mean,TE_specific_Is_Second_Read_median,TE_specific_Is_Second_Read_sd,TE_specific_Is_Second_Read_IQR,TE_specific_Split_mean,TE_specific_Split_median,TE_specific_Split_sd,TE_specific_Split_IQR,TE_specific_Long_Insert_mean,TE_specific_Long_Insert_median,TE_specific_Long_Insert_sd,TE_specific_Long_Insert_IQR,TE_specific_Short_Insert_mean,TE_specific_Short_Insert_median,TE_specific_Short_Insert_sd,TE_specific_Short_Insert_IQR,TE_specific_Parallel_Read_mean,TE_specific_Parallel_Read_median,TE_specific_Parallel_Read_sd,TE_specific_Parallel_Read_IQR,TE_specific_Everted_Read_mean,TE_specific_Everted_Read_median,TE_specific_Everted_Read_sd,TE_specific_Everted_Read_IQR,TE_specific_Orphan_Read_mean,TE_specific_Orphan_Read_median,TE_specific_Orphan_Read_sd,TE_specific_Orphan_Read_IQR,TE_specific_Insert_Size_mean,TE_specific_Insert_Size_median,TE_specific_Insert_Size_sd,TE_specific_Insert_Size_IQR,TE_specific_Quality_mean,TE_specific_Quality_median,TE_specific_Quality_sd,TE_specific_Quality_IQR,read_length,insert_size
168,0,20.66390041493776,21.0,6.249572909427395,9.0,0.002074688796680498,0.0,0.04550147759224338,0.0,0.002074688796680498,0.0,0.04550147759224338,0.0,0.5186721991701245,0.0,1.2543136773791113,1.0,0.0,0.0,0.0,0.0,21.186721991701244,22.0,5.915237202629772,9.0,20.740663900414937,21.0,5.813952132006346,8.5,0.0,0.0,0.0,0.0,0.22199170124481327,0.0,0.4155855938591313,0.0,8.848547717842324,8.0,3.524644705146256,5.0,12.112033195020746,13.0,3.9319813846019915,6.0,11.107883817427386,12.0,3.6091142237781204,5.0,10.078838174273859,10.0,3.5815931425195022,4.0,0.0,0.0,0.0,0.0,0.22199170124481327,0.0,0.41558559385913135,0.0,9.184647302904564,9.0,3.590145106824081,5.0,0.22406639004149378,0.0,0.4169659972890678,0.0,6.699170124481328,7.0,2.6821136723003836,5.0,0.4460580912863071,0.0,0.4970817543265128,1.0,1268.7385892116183,1318.0,357.19762496782784,540.0,6048.172199170124,6270.5,1553.8774274565753,2230.5,0.8755186721991701,1.0,1.0251314259755762,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016597510373443983,0.0,0.12775771218539964,0.0,0.0,0.0,0.0,0.0,0.8921161825726142,1.0,1.0390608206410423,2.0,0.8921161825726142,1.0,1.0390608206410423,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22406639004149378,0.0,0.610762447582196,0.0,0.6680497925311203,0.0,0.7633839910901027,1.0,0.6680497925311203,0.0,0.7633839910901027,1.0,0.22406639004149378,0.0,0.610762447582196,0.0,0.0,0.0,0.0,0.0,0.11203319502074689,0.0,0.3154072894436496,0.0,0.3360995850622407,0.0,0.649851351052345,0.0,0.0,0.0,0.0,0.0,0.6680497925311203,0.0,0.7633839910901027,1.0,0.0,0.0,0.0,0.0,53.52697095435685,60.0,62.34364923846254,120.0,288.4128630705394,251.0,342.1148858267511,544.0,54,287
169,0,36.04740033069998,36.0,14.185924370682438,21.0,0.0009186110600771634,0.0,0.030294673026746266,0.0,0.0007348888480617307,0.0,0.05421268606726581,0.0,0.3290464817196399,0.0,2.093079230097376,0.0,0.00826749954069447,0.0,0.09054914683219874,0.0,36.38636781186845,36.0,14.25560262586774,21.0,33.55851552452692,33.0,13.556057447340839,19.0,0.0,0.0,0.0,0.0,0.12842182619878742,0.0,0.3464295571732223,0.0,17.980525445526364,17.0,7.997449709443921,12.0,18.221017821054566,17.0,8.481525194421286,12.0,18.401249311041706,19.0,7.587975919866811,12.0,17.98511850082675,17.0,7.7161163849835495,11.0,0.0,0.0,0.0,0.0,0.3553187580378468,0.0,1.3188115562851068,0.0,19.083593606467023,18.0,8.571097270253171,12.0,1.062832996509278,0.0,1.781903805278139,1.0,8.741686569906301,8.0,4.422580213876262,7.0,1.9794231122542716,1.0,3.111371856855414,2.0,101.20007348888481,0.0,524.8561307155082,0.0,1538497.1870292118,10567.0,6639946.304710583,8413.5,36.42550064302774,33.0,16.534446978759064,24.0,0.0012860554841080288,0.0,0.05906833406813685,0.0,0.0009186110600771634,0.0,0.04065287273808823,0.0,0.1857431563476024,0.0,0.8100069597454344,0.0,0.004225610876354952,0.0,0.06486721120162776,0.0,36.617674076795886,33.0,16.515317714995067,24.0,34.66856512952416,31.0,16.369415404975655,25.0,0.0,0.0,0.0,0.0,0.128238103986772,0.0,0.334903772891081,0.0,17.99118133382326,17.0,9.067282509552296,12.0,18.495866250229653,17.0,9.278180474710489,14.0,18.37607936799559,17.0,8.71439545451886,12.0,18.241594708800292,17.0,8.87477234800446,13.0,0.0,0.0,0.0,0.0,0.2474738195847878,0.0,0.5571595314874691,0.0,18.957927613448465,17.0,9.509574020788644,13.0,1.0260885541061915,0.0,1.7921735369786331,1.0,8.893073672607018,8.0,4.62926033357202,6.0,1.7712658460407864,1.0,2.8502403912890157,2.0,0.1557964357890869,0.0,1.1054858465435513,0.0,1472317.5833180232,9527.0,5986111.795156006,8730.5,54,287
170,0,32.56104347826087,32.0,16.845714582074528,27.0,0.002782608695652174,0.0,0.07454847067613948,0.0,0.03582608695652174,0.0,0.5001947144492322,0.0,0.68,0.0,2.8702734303925457,0.0,0.008,0.0,0.08908422980528036,0.0,33.287652173913045,33.0,17.222100176450972,28.0,29.11130434782609,27.0,15.207096542575064,23.0,0.0,0.0,0.0,0.0,0.2619130434782609,0.0,0.6145424535548151,0.0,17.71408695652174,16.0,11.79861420717831,18.0,16.747826086956522,15.0,10.481821513011171,16.0,16.658434782608694,16.0,8.94887086307583,13.0,16.629217391304348,16.0,9.469635606397873,16.0,0.0,0.0,0.0,0.0,0.224,0.0,0.4940494606466213,0.0,18.31095652173913,17.0,11.925099651313687,18.5,1.5474782608695652,0.0,2.581288469460724,2.0,7.626086956521739,7.0,5.498997330842458,8.0,2.984695652173913,1.0,3.865536763838858,5.0,104.61217391304348,0.0,489.6597677976228,4.0,3213816.1231304347,9584.0,6875789.235529187,290478.5,32.17356521739131,32.0,16.65749488923461,22.0,0.005565217391304348,0.0,0.13437255998575995,0.0,0.030608695652173914,0.0,0.45197400263158993,0.0,0.5467826086956522,0.0,2.4717153163167747,0.0,0.016695652173913042,0.0,0.12812847994259807,0.0,32.77321739130435,32.0,16.823277225466946,22.0,29.98504347826087,28.0,15.608920045861908,23.0,0.0,0.0,0.0,0.0,0.22330434782608696,0.0,0.494364276426992,0.0,17.084521739130434,16.0,11.098083833314044,14.0,16.232,15.0,10.072092412464125,13.0,16.466434782608697,16.0,8.617787690615806,12.5,16.306782608695652,16.0,8.965856349684385,12.0,0.0,0.0,0.0,0.0,0.26156521739130434,0.0,0.6464089314174558,0.0,17.82782608695652,17.0,11.517393635005591,16.0,1.1777391304347826,0.0,1.6989178452740286,2.0,7.967652173913043,7.0,5.884984330877117,8.0,2.5262608695652173,1.0,3.4017267893436673,4.0,10.009739130434783,0.0,23.66733009540769,2.0,2113368.9624347826,8828.0,5296600.251073729,8229.0,54,287
171,0,50.863038666840254,51.0,15.028558140452299,16.0,0.02239291758885562,0.0,0.6991121285474083,0.0,0.013670095039708372,0.0,0.5864375067799336,0.0,0.5210259080848848,0.0,3.067883075299384,0.0,0.0,0.0,0.0,0.0,51.4201275875537,51.0,14.92905257857173,16.0,48.564900403593285,49.0,15.05052851863082,18.0,0.0,0.0,0.0,0.0,0.22171592240593674,0.0,0.4938652135216309,0.0,25.60890509048301,25.0,9.070649168066238,11.0,25.628694180445255,25.0,9.846941106790878,11.0,25.821898190339798,26.0,8.045877734124685,9.0,25.598229397213906,25.0,8.395261990712173,9.0,0.0,0.0,0.0,0.0,0.4755891160005208,0.0,1.2177180525343503,0.0,26.467777633120686,26.0,10.05598360532491,10.0,1.2291368311417785,0.0,2.6037817923319184,1.0,12.31831792735321,12.0,5.238917698055761,6.0,1.8004166124202579,1.0,3.4765013357035897,2.0,107.66944408280172,0.0,475.54639562693274,0.0,6760230.178362193,16639.0,20094019.503546547,118374.0,46.330946491342274,46.0,17.28522955557231,15.0,0.009113396693138914,0.0,0.16744636266014729,0.0,0.0020830621012888945,0.0,0.053477763991722806,0.0,0.3297747689102981,0.0,1.8252550105259537,0.0,0.0,0.0,0.0,0.0,46.671917719047,47.0,17.17990773002841,15.0,44.27196979559953,45.0,16.663556406343965,15.0,0.0,0.0,0.0,0.0,0.11183439656294754,0.0,0.3151625997931051,0.0,23.23382372086968,23.0,9.787137236133525,10.0,23.283036063012627,23.0,10.614075394715448,12.0,23.37937768519724,23.0,9.75853835774018,9.0,23.292540033849757,24.0,9.081941652369961,11.0,0.0,0.0,0.0,0.0,0.4111443822418956,0.0,1.1730607872493086,0.0,24.080588465043615,24.0,10.695968331192576,11.0,1.3698737143601094,0.0,2.7296295226186986,1.0,11.079156359848978,11.0,5.8797775471358715,7.0,1.873323785965369,1.0,3.7094330792626473,2.0,12.735711495898972,0.0,46.302368416373554,0.0,6459011.940502538,14486.0,21164874.55715193,10647.0,54,287
172,0,42.62402496099844,43.0,19.494164494081552,21.0,0.1684867394695788,0.0,2.277819328342322,0.0,0.3993759750390016,0.0,3.3266661808669022,0.0,4.873634945397816,0.0,12.372832981639254,1.0,0.0358814352574103,0.0,0.18599451029876818,0.0,48.101404056162245,47.0,20.422541488187473,22.0,47.315132605304214,46.0,20.337800285631552,21.0,0.0,0.0,0.0,0.0,0.24960998439937598,0.0,0.5089869454144574,0.0,25.078003120124805,24.0,10.127278915274298,10.0,22.97191887675507,21.0,13.37725119432389,19.0,23.842433697347893,22.0,10.559473185358833,11.0,24.258970358814352,23.0,10.689126593551727,12.0,0.0,0.0,0.0,0.0,0.36973478939157567,0.0,0.631187444084346,1.0,25.549141965678626,24.0,10.437893137426368,11.0,0.20124804992199688,0.0,0.4009330022891485,0.0,10.778471138845553,9.0,6.651632633823435,8.0,0.6692667706708268,0.0,0.9160422870889342,1.0,2828.009360374415,2820.0,1184.2230362564185,1132.0,249212.9516380655,13115.0,1281774.5708093198,6347.0,13.613104524180967,6.0,18.163327727519555,19.0,0.0265210608424337,0.0,0.371674840625438,0.0,0.14040561622464898,0.0,1.2891987949200745,0.0,1.7254290171606865,0.0,5.342216334253614,0.0,0.0,0.0,0.0,0.0,15.505460218408736,8.0,19.302268863803008,20.0,15.505460218408736,8.0,19.302268863803008,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.890795631825274,6.0,10.805784815663072,18.0,5.614664586583463,0.0,10.392891948183827,4.0,7.70826833073323,5.0,9.330844475383053,13.0,7.797191887675507,3.0,10.302267516593613,8.0,0.0,0.0,0.0,0.0,0.1669266770670827,0.0,0.5517506467735321,0.0,10.059282371294852,6.0,10.916199534523027,17.0,0.0,0.0,0.0,0.0,2.263650546021841,0.0,4.593701694043373,1.0,0.0,0.0,0.0,0.0,912.5460218408737,480.0,1135.3129836370706,1200.0,4246.316692667707,1767.0,5368.537251385944,5694.0,54,287
173,0,38.18840579710145,44.0,18.724871640559023,31.0,0.20496894409937888,0.0,2.5156685286486895,0.0,0.014492753623188406,0.0,0.16341687172398436,0.0,2.229813664596273,0.0,6.686021183136154,0.0,0.0,0.0,0.0,0.0,40.63768115942029,45.0,17.24609321756499,24.0,24.507246376811594,31.0,19.67261681251195,39.0,0.0,0.0,0.0,0.0,2.2650103519668736,1.0,2.6578835720754532,4.0,17.983436853002072,19.0,7.764636548778396,9.0,20.559006211180126,21.0,11.435032830034988,17.0,22.424430641821946,24.0,10.4679330627129,13.0,18.213250517598343,18.0,8.544492638213653,12.0,0.0,0.0,0.0,0.0,0.556935817805383,0.0,1.1340616327038469,1.0,25.594202898550726,24.0,12.856789118400544,13.0,3.759834368530021,0.0,6.159061527210267,7.0,7.409937888198757,7.0,6.514966413324211,10.0,11.89648033126294,6.0,16.137788171668067,11.0,1999.1304347826087,2399.0,1300.2215568349893,2503.0,14931188.80331263,18212.0,30629765.18331795,21256945.0,11.113871635610765,0.0,17.911025616463903,19.0,0.004140786749482402,0.0,0.09090889606666729,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.34756719143352205,0.0,0.0,0.0,0.0,0.0,11.20496894409938,0.0,17.96504012856586,19.0,0.4472049689440994,0.0,0.6584436865993283,1.0,0.0,0.0,0.0,0.0,0.5548654244306418,0.0,1.01672969249634,1.0,3.991718426501035,0.0,6.389038049028812,6.0,6.312629399585921,0.0,10.889221308491503,8.0,6.749482401656315,0.0,11.747224452643595,8.0,4.455486542443064,0.0,6.573331048865273,10.5,0.0,0.0,0.0,0.0,0.2194616977225673,0.0,0.6049092809512587,0.0,10.109730848861284,0.0,16.78010161091062,16.0,3.8737060041407867,0.0,6.072252348542004,7.0,0.3333333333333333,0.0,0.4928753959872964,1.0,9.886128364389235,0.0,16.584480825913605,15.0,270.6335403726708,0.0,672.276574962696,0.0,5483925.223602485,0.0,9895220.916401481,7023160.0,54,287
174,0,32.56011450381679,30.0,18.423770448638923,21.0,0.004770992366412214,0.0,0.06890740162168249,0.0,0.03244274809160305,0.0,0.4356456848779217,0.0,1.536259541984733,0.0,4.5790993540728095,1.0,0.02194656488549618,0.0,0.14650908905328328,0.0,34.155534351145036,32.0,18.781021358384297,22.0,27.221374045801525,25.0,16.152087321134545,23.0,0.0,0.0,0.0,0.0,0.35782442748091603,0.0,0.7302199812951488,1.0,15.708969465648854,15.0,9.58152223833185,15.5,18.301526717557252,17.0,12.984970670663392,21.5,16.388358778625953,14.0,10.240194433662714,14.0,17.767175572519083,18.0,9.721954714613265,12.0,0.0,0.0,0.0,0.0,0.4112595419847328,0.0,0.9337537809710079,0.0,17.727099236641223,15.0,11.691075671818991,17.0,2.758587786259542,1.0,3.834844601826281,4.0,7.8788167938931295,6.0,5.762110523410044,10.0,4.087786259541985,1.0,5.18106539341124,7.0,282.6307251908397,0.0,585.4964212075104,2.0,4394466.905534351,48168.0,10401839.29566808,4793522.5,33.38931297709924,33.0,21.414109466910457,23.0,0.0028625954198473282,0.0,0.06901302713165453,0.0,0.035305343511450385,0.0,0.45785521217406533,0.0,1.2166030534351144,0.0,3.618737167819966,1.0,0.02194656488549618,0.0,0.1465090890532833,0.0,34.666030534351144,35.0,21.7624473175922,22.0,29.34064885496183,32.0,17.58358957891564,24.0,0.0,0.0,0.0,0.0,0.5104961832061069,0.0,0.8537549201766805,1.0,14.869274809160306,12.0,11.57786000183928,17.5,19.233778625954198,18.0,14.541652606603769,25.0,17.171755725190838,17.0,11.582803618533841,15.0,17.494274809160306,17.0,11.020451392823215,11.0,0.0,0.0,0.0,0.0,0.3568702290076336,0.0,0.768245332922001,0.0,17.379770992366414,14.0,13.43655046867215,19.0,2.5124045801526718,0.0,3.4269696432200187,5.0,8.58969465648855,8.0,6.568166397894428,10.0,4.456106870229007,1.0,5.3553124188120504,9.0,0.45896946564885494,0.0,1.5623906639678538,0.0,7257173.001908397,11491.5,15903868.03302866,4794058.5,54,287
175,0,35.36958119030125,34.0,14.53884812565716,20.0,0.0007347538574577516,0.0,0.038327116401895595,0.0,0.0011021307861866275,0.0,0.05749067460284339,0.0,0.2204261572373255,0.0,1.2649901048390775,0.0,0.00440852314474651,0.0,0.06625019296899251,0.0,35.596252755326965,35.0,14.503569220168245,20.0,33.514695077149156,31.0,14.509794409210066,21.0,0.0,0.0,0.0,0.0,0.12821454812637767,0.0,0.40716088502982606,0.0,18.067964731814843,17.0,8.331561993278195,13.0,17.856539309331374,17.0,8.697725736682905,11.0,17.896767083027186,18.0,7.635813938309973,11.0,17.69948567229978,17.0,7.942694721665027,11.0,0.0,0.0,0.0,0.0,0.17744305657604703,0.0,0.6953965888259978,0.0,18.69875091844232,18.0,8.457200362386645,13.0,1.1467670830271859,0.0,1.795871106449773,2.0,8.556576047024247,8.0,4.797470068977257,7.0,1.6394195444526083,1.0,2.3148238295434655,2.0,32.49210139603233,0.0,244.62420107978608,0.0,2189244.719140338,10395.0,8384322.330448081,8310.0,36.34110947832476,34.0,15.882938547472348,23.0,0.0007347538574577516,0.0,0.027096383415996725,0.0,0.0012858192505510655,0.0,0.04063917873351839,0.0,0.2272226304188097,0.0,0.8772918558831827,0.0,0.00440852314474651,0.0,0.06625019296899251,0.0,36.57476120499633,34.0,15.83233567999522,23.0,34.45922116091109,32.0,15.530586227758208,23.0,0.0,0.0,0.0,0.0,0.16770756796473182,0.0,0.4543614647400703,0.0,18.75330639235856,17.5,9.057268307830196,14.0,18.387950036737692,17.0,9.014404440752404,13.0,18.317597354886114,17.0,8.573962624108583,12.0,18.257163850110214,17.0,8.334880747205725,11.0,0.0,0.0,0.0,0.0,0.22685525349008082,0.0,0.5696902496251411,0.0,19.399338721528288,18.0,9.327515307468413,13.0,1.3374357090374724,1.0,1.9764005628622203,2.0,8.152461425422484,8.0,4.670625470768204,6.0,1.8916238060249817,1.0,2.787214235971039,3.0,0.0,0.0,0.0,0.0,1856673.8932770023,9505.0,6090574.274470407,9082.0,54,287
176,2,42.55464159811986,43.0,12.202569953628343,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5687426556991775,0.0,2.927387704355497,0.0,0.0,0.0,0.0,0.0,43.12338425381903,44.0,11.893378889209334,15.0,30.588719153936545,30.0,11.857063506563557,16.0,0.0,0.0,0.0,0.0,0.7356051703877791,0.0,1.437908441269012,1.0,22.688601645123384,22.0,7.722453370445477,8.0,20.788484136310224,20.0,10.100547805677557,14.0,21.53349001175088,21.0,6.754012215291501,8.0,21.589894242068155,22.0,7.584531314785441,12.0,0.0,0.0,0.0,0.0,0.5064629847238543,0.0,0.8969948873590743,1.0,27.423031727379552,23.0,13.20763001795251,20.0,6.433607520564042,6.0,6.350421104768332,12.0,6.626321974148061,7.0,4.442764406009841,7.0,11.211515863689776,12.0,9.369671749905764,17.0,2582.6792009400706,2640.0,714.1911627477286,903.0,10342770.64747356,15420.0,15496257.263837364,12610773.5,11.580493537015276,13.0,10.755111712973342,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09283196239717979,0.0,0.514954135261179,0.0,0.0,0.0,0.0,0.0,11.673325499412456,13.0,10.748442047565165,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615746180963573,0.0,9.908236374980435,9.5,5.499412455934195,5.0,5.596787489898414,10.0,5.558166862514689,6.0,5.114651512504646,9.0,6.1151586368977675,5.0,6.074809234124438,11.0,0.0,0.0,0.0,0.0,0.1245593419506463,0.0,0.3302185825835189,0.0,10.034077555816687,10.0,9.27260548056561,17.0,6.748531139835488,8.0,6.12119909298716,12.0,0.0,0.0,0.0,0.0,10.034077555816687,10.0,9.27260548056561,17.0,696.4230317273796,780.0,642.6787741228758,1140.0,12285080.169212691,0.0,17545821.438607156,24144808.0,54,287
177,0,26.410958904109588,16.0,19.25875400771862,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424657534246575,0.0,2.828326278295771,0.0,0.1095890410958904,0.0,0.642376662339362,0.0,27.263013698630136,17.0,18.948723214653956,35.0,15.702739726027398,13.0,9.391521571364683,12.0,0.0,0.0,0.0,0.0,0.07397260273972603,0.0,0.261726301283682,0.0,14.721917808219178,11.0,13.704441301654903,28.0,11.515068493150684,12.0,7.326657486658943,14.0,13.397260273972602,10.0,9.667399993322277,15.0,13.865753424657534,8.0,10.045297668773637,18.0,0.0,0.0,0.0,0.0,0.2219178082191781,0.0,0.5638047304399183,0.0,16.556164383561644,15.0,13.381555352208164,27.0,1.247945205479452,0.0,2.74837982604851,1.0,5.03972602739726,5.0,4.375812714369798,8.0,2.0547945205479454,0.0,3.0814976387309176,4.0,1156.6931506849314,0.0,1450.951977182592,2820.0,3023241.6369863013,5848.5,10601433.14294359,20774.0,7.934246575342466,7.0,8.705441837324296,13.0,0.012328767123287671,0.0,0.11034839656518536,0.0,0.0,0.0,0.0,0.0,0.08904109589041095,0.0,0.5276107022281185,0.0,0.0,0.0,0.0,0.0,8.035616438356165,7.0,8.67677374962581,13.0,4.86986301369863,3.0,5.68230092628428,8.0,0.0,0.0,0.0,0.0,0.22054794520547946,0.0,0.5433177894234617,0.0,2.5876712328767124,0.0,4.844837535070423,2.0,3.752054794520548,2.0,4.57571342110343,6.0,3.6931506849315068,2.0,3.9276445158704822,7.0,4.342465753424658,4.0,5.279111532975439,6.0,0.0,0.0,0.0,0.0,0.14794520547945206,0.0,0.35504566136638643,0.0,5.016438356164383,1.0,8.022041787349456,6.0,1.7684931506849315,0.0,2.297668664331082,4.0,1.2534246575342465,0.0,2.5913756959862404,1.0,2.5753424657534247,1.0,3.4431500718039842,4.0,0.0,0.0,0.0,0.0,8591720.047945205,1773.0,14990848.073243339,14916261.0,54,287
178,2,37.447585394581864,38.0,12.952659910741122,15.0,0.29917550058892817,0.0,2.9016078201764013,0.0,0.19199057714958775,0.0,1.4314758566939043,0.0,2.5335689045936394,0.0,6.928143156194145,0.0,0.0,0.0,0.0,0.0,40.47232037691402,40.0,10.636603663285586,15.0,31.47703180212014,32.0,12.999945733335197,18.0,0.0,0.0,0.0,0.0,0.6325088339222615,0.0,1.171582822003966,1.0,19.858657243816253,20.0,6.6569162090948115,10.0,20.275618374558302,20.0,9.210245824687949,15.0,19.021201413427562,18.0,6.779691350719643,9.0,21.451118963486454,22.0,6.753633706490344,9.0,0.0,0.0,0.0,0.0,0.44405182567726736,0.0,0.7405410285608378,1.0,23.994110718492344,20.0,11.714355028180481,16.0,4.897526501766785,3.0,4.838265807653085,7.0,8.220259128386337,8.0,5.507229592921836,8.0,7.742049469964664,5.0,6.889375650938446,11.0,2404.8621908127207,2340.0,625.6159940865643,900.0,12180656.154299175,2583669.0,15061530.335142216,29845422.0,7.763250883392226,4.0,8.331996130232366,15.0,0.02591283863368669,0.0,0.25551610062712776,0.0,0.02120141342756184,0.0,0.345965089026129,0.0,0.18492343934040048,0.0,0.9310549888453932,0.0,0.0,0.0,0.0,0.0,7.995288574793875,5.0,8.213578716307179,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0624263839811543,0.0,0.24192835832988202,0.0,3.67020023557126,0.0,6.420635906879947,4.0,3.6124852767962308,2.0,3.8782270511341084,7.0,3.6890459363957597,2.0,4.434300946577221,5.0,4.306242638398116,3.0,4.595585646792377,8.0,0.0,0.0,0.0,0.0,0.127208480565371,0.0,0.3332063670424391,0.0,7.488810365135453,5.0,7.576865142839637,14.0,4.3250883392226145,3.0,4.706494475236882,7.0,0.31566548881036516,0.0,0.7514427810803145,0.0,7.229681978798586,4.0,7.534155600037491,13.0,474.9540636042403,289.0,495.3580033494051,900.0,8047160.905771496,0.0,15604637.388294563,14235984.0,54,287
